Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Duration
1151,"Doesn't matter, I'm never gonna get to meet her anyway.",Joey,sadness,negative,119,4,5,17,2023-05-02 00:14:53.475,2023-05-02 00:14:58.354,4.8790000000000004
1152,Why?,Monica,neutral,neutral,119,5,5,17,2023-05-02 00:14:56.478,2023-05-02 00:14:58.354,1.8760000000000001
1155,No. No. No. She lives on the,Joey,neutral,neutral,119,8,5,17,2023-05-02 00:15:10.701,2023-05-02 00:15:14.662,3.9610000000000003
1156,"No, those first two windows,  that's the lobby.",Monica,neutral,neutral,119,9,5,17,2023-05-02 00:15:14.830,2023-05-02 00:15:18.082,3.2520000000000002
1157,"And y'know the other one over there, that's the stairway.",Monica,neutral,neutral,119,10,5,17,2023-05-02 00:15:18.292,2023-05-02 00:15:20.878,2.5860000000000003
1158,You've been counting wrong.,Monica,neutral,neutral,119,11,5,17,2023-05-02 00:15:20.878,2023-05-02 00:15:21.827,0.9490000000000001
1159,I did,Joey,anger,negative,119,12,5,17,2023-05-02 00:15:22.004,2023-05-02 00:15:25.131,3.1270000000000002
1160,"Monica, betting the apartment, I dont know about this.",Rachel,fear,negative,120,0,4,12,2023-05-02 00:13:04.533,2023-05-02 00:13:07.494,2.9610000000000003
1162,Why? Do you have the answers written on there?,Rachel,surprise,positive,120,2,4,12,2023-05-02 00:13:13.209,2023-05-02 00:13:15.251,2.0420000000000003
1163,"No! Steady as a rock! Now, are you with me.",Monica,neutral,neutral,120,3,4,12,2023-05-02 00:13:16.629,2023-05-02 00:13:19.839,3.2100000000000004
1164,"All right, lets do it.",Rachel,fear,negative,120,4,4,12,2023-05-02 00:13:21.050,2023-05-02 00:13:23.512,2.462
1167,"All right, gentlemen, youre up first.",Ross,neutral,neutral,120,7,4,12,2023-05-02 00:13:24.303,2023-05-02 00:13:26.054,1.7510000000000001
1168,Okay.,Joey,neutral,neutral,120,8,4,12,2023-05-02 00:13:26.222,2023-05-02 00:13:26.848,0.626
1169,Okay.,Chandler,neutral,neutral,120,9,4,12,2023-05-02 00:13:26.848,2023-05-02 00:13:27.325,0.47700000000000004
1171,Big fat goalie.,Joey,neutral,neutral,120,11,4,12,2023-05-02 00:13:39.819,2023-05-02 00:13:41.778,1.959
1172,Correct. Rachel claims,Ross,neutral,neutral,120,12,4,12,2023-05-02 00:13:44.365,2023-05-02 00:13:46.783,2.418
1173,Dangerous Liaisons,Chandler,neutral,neutral,120,13,4,12,2023-05-02 00:13:46.951,2023-05-02 00:13:48.368,1.417
1174,Correct. Her actual favorite movie is...,Ross,neutral,neutral,120,14,4,12,2023-05-02 00:13:48.536,2023-05-02 00:13:50.048,1.512
1175,Weekend at Bernies,Joey,neutral,neutral,120,15,4,12,2023-05-02 00:13:50.048,2023-05-02 00:13:51.268,1.22
1176,"Well, look, why dont you just, why dont you do your Phase Two strip club thing with us.",Phoebe,neutral,neutral,121,0,4,14,2023-05-02 00:12:15.317,2023-05-02 00:12:19.696,4.3790000000000004
1177,"Yeah, come on, we can be guys!",Monica,joy,positive,121,1,4,14,2023-05-02 00:12:19.864,2023-05-02 00:12:21.283,1.419
1178,No you cant.,Chandler,joy,positive,121,2,4,14,2023-05-02 00:12:21.283,2023-05-02 00:12:23.221,1.9380000000000002
1182,Okay.,Chandler,neutral,neutral,121,6,4,14,2023-05-02 00:12:41.469,2023-05-02 00:12:43.011,1.542
1183,Im sorry.,Phoebe,sadness,negative,121,7,4,14,2023-05-02 00:12:44.388,2023-05-02 00:12:46.181,1.7930000000000001
1185,"You gotta help me out here, you gotta set me up, you gotta get me back in the game.",Monica,fear,negative,122,1,3,18,2023-05-02 00:06:49.492,2023-05-02 00:06:53.120,3.628
1186,"Well, that shouldnt be a problem. I mean I work in fashion and all I meet are eligible straight men.",Rachel,neutral,neutral,122,2,3,18,2023-05-02 00:06:53.287,2023-05-02 00:06:57.374,4.087000000000001
1187,"Pete, can I get you something else?",Monica,neutral,neutral,122,3,3,18,2023-05-02 00:07:01.337,2023-05-02 00:07:02.712,1.375
1188,"Yeah, a slice of cheesecake and-and a date if youre given em out.",Pete,neutral,neutral,122,4,3,18,2023-05-02 00:07:02.880,2023-05-02 00:07:05.757,2.8770000000000002
1189,Havent you and I covered that topic?,Monica,neutral,neutral,122,5,3,18,2023-05-02 00:07:06.342,2023-05-02 00:07:08.218,1.8760000000000001
1190,"Hmm, come on, you just said to her that you.",Pete,neutral,neutral,122,6,3,18,2023-05-02 00:07:08.386,2023-05-02 00:07:11.930,3.544
1192,"Well, if that were true, Id dating my Aunt Ruth.",Pete,joy,positive,122,8,3,18,2023-05-02 00:07:15.643,2023-05-02 00:07:18.228,2.585
1196,"I mean that aint a pretty picture in the morning, yknow what I mean.",Rachel,disgust,negative,122,12,3,18,2023-05-02 00:07:34.046,2023-05-02 00:07:36.643,2.597
1198,"I mean really, think about it.",Monica,neutral,neutral,122,14,3,18,2023-05-02 00:07:42.211,2023-05-02 00:07:46.631,4.42
1199,"Ho-ho, I will.",Pete,neutral,neutral,122,15,3,18,2023-05-02 00:07:43.921,2023-05-02 00:07:46.631,2.71
1200,I believe I read that somewhere!,Chandler,surprise,positive,123,0,9,17,2023-05-02 00:05:06.252,2023-05-02 00:05:08.921,2.669
1201,"That only is not funny, it's physically impossible!",Ross,anger,negative,123,1,9,17,2023-05-02 00:05:09.672,2023-05-02 00:05:12.342,2.6700000000000004
1202,Okay?,Ross,anger,negative,123,2,9,17,2023-05-02 00:05:12.342,2023-05-02 00:05:12.561,0.219
1203,Depending    on the species I'd have to have a six foot long...,Ross,anger,negative,123,3,9,17,2023-05-02 00:05:12.675,2023-05-02 00:05:15.437,2.762
1204,It's not funny!,Ross,anger,negative,123,4,9,17,2023-05-02 00:05:15.437,2023-05-02 00:05:17.903,2.466
1206,I respectfully disagree.,Chandler,neutral,neutral,123,5,9,17,2023-05-02 00:05:19.140,2023-05-02 00:05:21.642,2.5020000000000002
1207,I can't believe you put that on my alumni page!,Ross,anger,negative,123,6,9,17,2023-05-02 00:05:21.851,2023-05-02 00:05:24.187,2.3360000000000003
1208,Who cares? Nobody reads those things,Chandler,neutral,neutral,123,7,9,17,2023-05-02 00:05:24.395,2023-05-02 00:05:27.023,2.628
1209,You'd better hope not because I just read what you put on your    page today.,Ross,anger,negative,123,8,9,17,2023-05-02 00:05:27.231,2023-05-02 00:05:29.484,2.253
1210,I don't have a page.,Chandler,neutral,neutral,123,9,9,17,2023-05-02 00:05:29.692,2023-05-02 00:05:30.568,0.876
1211,Oh oh oh! I RESPECTFULLY DISAGREE!!,Ross,anger,negative,123,10,9,17,2023-05-02 00:05:30.568,2023-05-02 00:05:33.089,2.5210000000000004
1212,I know I miss you too. I can't wait to see you. I love you. Bye.,Ross,joy,positive,124,0,5,6,2023-05-02 00:10:12.194,2023-05-02 00:10:16.156,3.962
1213,"Okay, what is in here? Rocks?",Chandler,surprise,negative,124,1,5,6,2023-05-02 00:10:16.699,2023-05-02 00:10:18.366,1.667
1214,"No-no, this is my collection of fossil samples.",Ross,neutral,neutral,124,2,5,6,2023-05-02 00:10:18.993,2023-05-02 00:10:21.911,2.918
1215,"So, rocks.",Chandler,disgust,negative,124,3,5,6,2023-05-02 00:10:22.288,2023-05-02 00:10:23.955,1.667
1217,"Ohh. Hey, remember when I ran into this thing  and it kinda knocked me out a little?",Joey,joy,positive,124,5,5,6,2023-05-02 00:10:40.765,2023-05-02 00:10:44.392,3.6270000000000002
1218,"I loved this place! To tell you the truth, I wish I didn't have to move.",Ross,joy,positive,124,6,5,6,2023-05-02 00:10:46.187,2023-05-02 00:10:50.899,4.712000000000001
1220,"Well, I mean if uh, if Emily gave me a choice",Ross,sadness,negative,124,8,5,6,2023-05-02 00:10:56.530,2023-05-02 00:10:59.032,2.5020000000000002
1221,You,Joey,neutral,neutral,124,9,5,6,2023-05-02 00:10:59.241,2023-05-02 00:11:01.326,2.085
1222,Why?,Ross,neutral,neutral,124,10,5,6,2023-05-02 00:11:01.869,2023-05-02 00:11:04.996,3.1270000000000002
1225,"Hey, if mommy can have a wife, daddy can have a bra.",Ross,neutral,neutral,125,1,4,18,2023-05-02 00:02:35.613,2023-05-02 00:02:38.323,2.71
1226,"Ohh, its time to go.",Emily,neutral,neutral,125,2,4,18,2023-05-02 00:02:40.869,2023-05-02 00:02:42.119,1.25
1228,"Huh, what can we do in 17 minutes?",Ross,neutral,neutral,125,4,4,18,2023-05-02 00:02:48.209,2023-05-02 00:02:51.295,3.0860000000000003
1229,Twice?,Ross,neutral,neutral,125,5,4,18,2023-05-02 00:02:51.462,2023-05-02 00:02:52.754,1.292
1230,Well thats ambitious.,Emily,neutral,neutral,125,6,4,18,2023-05-02 00:02:53.715,2023-05-02 00:02:55.924,2.209
1231,"Hey, uh, you can ignore that.",Ross,neutral,neutral,125,7,4,18,2023-05-02 00:02:57.802,2023-05-02 00:02:59.074,1.272
1232,Thats Carol with your son!,Emily,surprise,positive,125,8,4,18,2023-05-02 00:02:59.074,2023-05-02 00:03:00.640,1.566
1234,HEY!! Do you,Rachel,anger,negative,126,1,4,19,2023-05-02 00:00:24.941,2023-05-02 00:00:28.527,3.5860000000000003
1236,I,Rachel,neutral,neutral,126,3,4,19,2023-05-02 00:00:44.377,2023-05-02 00:00:46.420,2.043
1239,"Hey, I have all the space I need. Just do what I did.",Monica,neutral,neutral,126,6,4,19,2023-05-02 00:01:12.906,2023-05-02 00:01:15.616,2.71
1240,"Monica, you dont even have a bed, you sleep in a ball on the floor!",Rachel,anger,negative,126,7,4,19,2023-05-02 00:01:15.784,2023-05-02 00:01:19.661,3.8770000000000002
1241,Yknow what? I am,Monica,neutral,neutral,126,8,4,19,2023-05-02 00:01:21.581,2023-05-02 00:01:23.749,2.168
1242,Im sorry. Im so sorry.,Rachel,sadness,negative,126,9,4,19,2023-05-02 00:01:27.837,2023-05-02 00:01:29.713,1.8760000000000001
1243,Okay.,Monica,neutral,neutral,126,10,4,19,2023-05-02 00:01:29.881,2023-05-02 00:01:31.757,1.8760000000000001
1244,"See, this is a",Joey,neutral,neutral,126,11,4,19,2023-05-02 00:01:31.925,2023-05-02 00:01:33.258,1.3330000000000002
1245,Shut up! This place is a hole!,Monica,anger,negative,126,12,4,19,2023-05-02 00:01:33.426,2023-05-02 00:01:35.344,1.9180000000000001
1246,"All right buddy, time to roll over.",Chandler,neutral,neutral,127,0,4,20,2023-05-02 00:08:06.694,2023-05-02 00:08:09.196,2.5020000000000002
1247,No-no!,Chandler,fear,negative,127,1,4,20,2023-05-02 00:08:12.533,2023-05-02 00:08:13.555,1.022
1248,"No, no-n-n-n-no!!",Chandler,fear,negative,127,2,4,20,2023-05-02 00:08:13.555,2023-05-02 00:08:14.966,1.411
1249,You are going to a clinic!,Chandler,disgust,negative,127,3,4,20,2023-05-02 00:08:16.496,2023-05-02 00:08:19.748,3.2520000000000002
1251,Are you under the sheet?,Phoebe,neutral,neutral,128,0,8,14,2023-05-02 00:07:28.160,2023-05-02 00:07:29.202,1.042
1252,Yes.,Monica,neutral,neutral,128,1,8,14,2023-05-02 00:07:29.202,2023-05-02 00:07:31.660,2.458
1254,Nice! Wow Phoebe you are good!,Monica,joy,positive,128,3,8,14,2023-05-02 00:07:46.240,2023-05-02 00:07:49.320,3.08
1256,No. Ooohh,Monica,joy,positive,128,5,8,14,2023-05-02 00:07:55.000,2023-05-02 00:07:56.400,1.4000000000000001
1257,"Thats right, you just enjoy.",Phoebe,neutral,neutral,128,6,8,14,2023-05-02 00:07:58.440,2023-05-02 00:08:01.400,2.96
1259,Okay.,Phoebe,neutral,neutral,128,8,8,14,2023-05-02 00:08:12.000,2023-05-02 00:08:14.800,2.8000000000000003
1267,Become a drama critic!,Kate,joy,positive,129,0,3,22,2023-05-02 00:10:00.933,2023-05-02 00:10:03.226,2.293
1269,"By the way, he dumped me tonight after he read my review.",Kate,sadness,negative,129,2,3,22,2023-05-02 00:10:19.076,2023-05-02 00:10:22.746,3.6700000000000004
1270,"Oh, classy.",Joey,disgust,negative,129,3,3,22,2023-05-02 00:10:22.913,2023-05-02 00:10:24.706,1.7930000000000001
1272,"Wow! Yeah I ah, I gave up a job too.",Joey,anger,negative,129,5,3,22,2023-05-02 00:10:33.174,2023-05-02 00:10:37.719,4.545
1273,Really. What?,Kate,surprise,negative,129,6,3,22,2023-05-02 00:10:37.887,2023-05-02 00:10:38.638,0.751
1274,"Uh, de-clawing cats.",Joey,anger,negative,129,7,3,22,2023-05-02 00:10:38.638,2023-05-02 00:10:40.820,2.182
1275,"Hey, tell ya what.",Joey,neutral,neutral,129,8,3,22,2023-05-02 00:10:42.767,2023-05-02 00:10:43.768,1.0010000000000001
1276,Let me walk you home.,Joey,neutral,neutral,129,9,3,22,2023-05-02 00:10:43.768,2023-05-02 00:10:45.614,1.846
1277,Well stop by every news stand and burn every copy of their Times and the Post.,Joey,anger,negative,129,10,3,22,2023-05-02 00:10:45.728,2023-05-02 00:10:49.939,4.211
1278,Why the Post?,Kate,surprise,negative,129,11,3,22,2023-05-02 00:10:50.149,2023-05-02 00:10:52.402,2.253
1279,"Oh, you didnt see the Post?",Joey,surprise,negative,129,12,3,22,2023-05-02 00:10:52.402,2023-05-02 00:10:52.593,0.191
1280,No. You?,Kate,neutral,neutral,129,13,3,22,2023-05-02 00:10:52.693,2023-05-02 00:10:53.465,0.772
1281,No. Why?,Joey,neutral,neutral,129,14,3,22,2023-05-02 00:10:53.465,2023-05-02 00:10:55.659,2.194
1282,Hi Joey! What are you doing here?,Rachel,joy,positive,130,0,7,5,2023-05-02 00:06:00.902,2023-05-02 00:06:03.362,2.46
1285,Great.  You got anything thats not,Joey,disgust,negative,130,3,7,5,2023-05-02 00:06:15.833,2023-05-02 00:06:20.587,4.7540000000000004
1286,"Yeah, I dont think so Joe.",Rachel,neutral,neutral,130,4,7,5,2023-05-02 00:06:22.507,2023-05-02 00:06:24.174,1.667
1287,"All right, I guess this will be fine.",Joey,neutral,neutral,130,5,7,5,2023-05-02 00:06:26.386,2023-05-02 00:06:27.886,1.5
1288,"Hey, listen umm, what-what are you doing tonight?",Rachel,neutral,neutral,130,6,7,5,2023-05-02 00:06:28.054,2023-05-02 00:06:30.406,2.3520000000000003
1289,"Nothing, why?",Joey,neutral,neutral,130,7,7,5,2023-05-02 00:06:30.406,2023-05-02 00:06:31.490,1.084
1290,How would you feel about taking out my assistant Tag? Ill pay.,Rachel,neutral,neutral,130,8,7,5,2023-05-02 00:06:31.641,2023-05-02 00:06:35.769,4.128
1291,"Huh, Rach I got to say its gonna take a lot of money for me to go out on a date with a dude.",Joey,disgust,negative,130,9,7,5,2023-05-02 00:06:35.937,2023-05-02 00:06:40.190,4.253
1292,Im not asking you to go on a,Rachel,neutral,neutral,130,10,7,5,2023-05-02 00:06:41.692,2023-05-02 00:06:44.611,2.919
1293,Really? Cause I could kinda use the money.,Joey,surprise,negative,130,11,7,5,2023-05-02 00:06:44.779,2023-05-02 00:06:47.739,2.96
1294,"Joey, just-just he-hes new in town and I know he doesnt have any guy friends.",Rachel,neutral,neutral,130,12,7,5,2023-05-02 00:06:48.741,2023-05-02 00:06:53.079,4.338
1295,Just take him to like a ball game or something.,Rachel,neutral,neutral,130,13,7,5,2023-05-02 00:06:53.079,2023-05-02 00:06:54.591,1.512
1296,Ill really appreciate it.,Rachel,neutral,neutral,130,14,7,5,2023-05-02 00:06:54.591,2023-05-02 00:06:55.853,1.262
1297,"Yeah, okay.",Joey,neutral,neutral,130,15,7,5,2023-05-02 00:06:56.290,2023-05-02 00:06:57.132,0.8420000000000001
1298,Yeah?,Rachel,surprise,positive,130,16,7,5,2023-05-02 00:06:57.132,2023-05-02 00:06:57.925,0.793
1299,"Sure, no problem.  OohHey, donuts!",Joey,joy,positive,130,17,7,5,2023-05-02 00:06:57.925,2023-05-02 00:06:58.137,0.21200000000000002
1303,"Sorry, Pheebs.",Monica,sadness,negative,131,1,3,14,2023-05-02 00:21:21.989,2023-05-02 00:21:24.532,2.543
1304,Yeah. You okay?,Joey,neutral,neutral,131,2,3,14,2023-05-02 00:21:24.700,2023-05-02 00:21:26.200,1.5
1305,"No! Sorry, I just thought you were somebody else. Hi!",Rachel,surprise,positive,132,0,3,15,2023-05-02 00:16:06.924,2023-05-02 00:16:10.677,3.753
1306,"Hi. Well, look, I was just gonna leave a message, isnt tonight your, your big anniversary dinner?",Mark,neutral,neutral,132,1,3,15,2023-05-02 00:16:10.844,2023-05-02 00:16:15.515,4.671
1307,"Yeah. Well, umm.....",Rachel,sadness,negative,132,2,3,15,2023-05-02 00:16:15.683,2023-05-02 00:16:18.559,2.8760000000000003
1308,"Rach, are you okay?",Mark,surprise,negative,132,3,3,15,2023-05-02 00:16:18.727,2023-05-02 00:16:20.436,1.709
1309,"Yeah, Im fine.",Rachel,sadness,negative,132,4,3,15,2023-05-02 00:16:20.604,2023-05-02 00:16:22.772,2.168
1310,"You wanna talk, I mean I can come over?",Mark,neutral,neutral,132,5,3,15,2023-05-02 00:16:23.524,2023-05-02 00:16:25.358,1.834
1311,"No! Really, no, please, please, thats, thats okay.",Rachel,sadness,negative,132,6,3,15,2023-05-02 00:16:25.526,2023-05-02 00:16:28.236,2.71
1312,"All right, all right, Im coming over, and Im bringing Chinese food.",Mark,neutral,neutral,132,7,3,15,2023-05-02 00:16:28.404,2023-05-02 00:16:30.655,2.2510000000000003
1313,"Oh, yeah, Im not, Im not hungry.",Rachel,sadness,negative,132,8,3,15,2023-05-02 00:16:30.823,2023-05-02 00:16:32.617,1.794
1314,Its for me.,Mark,neutral,neutral,132,9,3,15,2023-05-02 00:16:32.617,2023-05-02 00:16:33.343,0.7260000000000001
1315,"Oh. Okay, bye.",Rachel,neutral,neutral,132,10,3,15,2023-05-02 00:16:33.450,2023-05-02 00:16:37.412,3.962
1316,"Come on, pick up, pick up!",Chandler,fear,negative,133,0,6,19,2023-05-02 00:13:42.446,2023-05-02 00:13:44.197,1.7510000000000001
1317,Hello?,Chandler,neutral,neutral,134,0,1,4,2023-05-02 00:13:44.365,2023-05-02 00:13:45.740,1.375
1318,Transit Authority?,Chandler,neutral,neutral,135,0,2,6,2023-05-02 00:13:45.908,2023-05-02 00:13:47.080,1.1720000000000002
1319,"Yes, hello.",Chandler,neutral,neutral,135,1,2,6,2023-05-02 00:13:47.080,2023-05-02 00:13:47.872,0.792
1322,"Hi, here's the deal.",Joey,neutral,neutral,135,4,2,6,2023-05-02 00:13:59.046,2023-05-02 00:14:00.423,1.377
1323,We lost a carseat on a bus today.,Joey,neutral,neutral,135,5,2,6,2023-05-02 00:14:00.423,2023-05-02 00:14:01.857,1.4340000000000002
1324,"It's white plastic, with a handle, and it fits onto a stroller.",Joey,neutral,neutral,135,6,2,6,2023-05-02 00:14:01.966,2023-05-02 00:14:04.592,2.6260000000000003
1325,"Oh, and there was a baby in it.",Joey,neutral,neutral,135,7,2,6,2023-05-02 00:14:04.760,2023-05-02 00:14:07.220,2.46
1326,He wants to talk to you again.,Joey,neutral,neutral,135,8,2,6,2023-05-02 00:14:08.556,2023-05-02 00:14:10.139,1.5830000000000002
1327,Hello.,Ross,neutral,neutral,136,0,8,12,2023-05-02 00:06:25.676,2023-05-02 00:06:27.219,1.5430000000000001
1328,Im sorry Im a little late.,Ross,neutral,neutral,136,1,8,12,2023-05-02 00:06:31.391,2023-05-02 00:06:33.058,1.667
1329,Whoa,Joey,surprise,positive,136,2,8,12,2023-05-02 00:06:33.226,2023-05-02 00:06:33.852,0.626
1332,"So to sum up, Im Professor Geller.",Ross,neutral,neutral,136,5,8,12,2023-05-02 00:06:43.444,2023-05-02 00:06:47.532,4.088
1334,"Good evening, sir.",Ross,neutral,neutral,137,0,5,14,2023-05-02 00:13:35.397,2023-05-02 00:13:36.399,1.002
1335,My name is Ross Geller.,Ross,neutral,neutral,137,1,5,14,2023-05-02 00:13:36.399,2023-05-02 00:13:37.403,1.004
1336,I'm one of the people who applied for the apartment.,Ross,neutral,neutral,137,2,5,14,2023-05-02 00:13:37.525,2023-05-02 00:13:39.734,2.209
1338,"I, I can't help but notice you're naked and  I applaud you.",Ross,joy,positive,137,4,5,14,2023-05-02 00:13:54.625,2023-05-02 00:13:56.251,1.6260000000000001
1339,"Man, I wish I was naked.",Ross,neutral,neutral,137,5,5,14,2023-05-02 00:13:56.502,2023-05-02 00:13:59.379,2.8770000000000002
1340,"I mean, this-this looks so great.",Ross,joy,positive,137,6,5,14,2023-05-02 00:13:59.630,2023-05-02 00:14:03.049,3.419
1341,That is how God intended it.,Ross,neutral,neutral,137,7,5,14,2023-05-02 00:14:03.425,2023-05-02 00:14:06.052,2.6270000000000002
1342,"Okay, I have to tell you something that I have never admitted during our entire friendship!",Rachel,anger,negative,138,0,5,12,2023-05-02 00:11:52.795,2023-05-02 00:11:55.964,3.169
1343,"But, when we were in high school I made out with James Farrell even when I knew that you liked him!",Rachel,anger,negative,138,1,5,12,2023-05-02 00:11:56.132,2023-05-02 00:12:00.343,4.211
1344,"Wow, that feels so good to get off my chest!",Rachel,joy,positive,138,2,5,12,2023-05-02 00:12:00.511,2023-05-02 00:12:02.388,1.8770000000000002
1345,"Okay, you go!",Rachel,anger,negative,138,3,5,12,2023-05-02 00:12:02.388,2023-05-02 00:12:03.876,1.488
1346,My turn? What-what are you talking about?,Monica,surprise,positive,138,4,5,12,2023-05-02 00:12:05.349,2023-05-02 00:12:07.892,2.543
1347,"Ugh, Monica, I know about you and Chandler.",Rachel,disgust,negative,138,5,5,12,2023-05-02 00:12:08.102,2023-05-02 00:12:12.313,4.211
1348,What?!,Monica,surprise,negative,138,6,5,12,2023-05-02 00:12:13.441,2023-05-02 00:12:14.482,1.0410000000000001
1350,"And he said, ""Laundry?",Rachel,neutral,neutral,138,8,5,12,2023-05-02 00:12:21.741,2023-05-02 00:12:23.410,1.669
